"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",3.49118755267094,0.43897532815742,7.95303819767057,5.18032295649509e-13
"2","world_regionAfrica",-0.903885453572455,0.566714711783209,-1.59495674768759,0.112945204096801
"3","world_regionAsia and the Pacific",0.0809279547073779,0.626526687386433,0.129169205935936,0.897406540077691
"4","world_regionEurope",0.762674917577504,0.575367345199865,1.32554432214532,0.187119297136805
"5","world_regionNorth America",5.04886669533388,1.70014413534962,2.96966980055231,0.00350108146449951
"6","world_regionWest Asia",1.63200058983205,0.855720449199081,1.90716558352619,0.0585185864394808
